16560, -1836, -2412, -142,16552, -476, -2616, -169,16240, 1568, -3944, 158,16376, 4284, -5148, 140,15292, 1192, -6080, 168,12568, -3980, -7228, -151,9904, -9748, -10420, -136,7052, -12172, -13908, -138,9844, -7948, -17268, -155,9988, -11256, -15476, -143
16532, -2244, -1364, -121,16768, -1624, -2328, -145,16276, -1876, -2652, -144,16244, -1732, -3792, -155,16480, -1912, -4300, -156,16164, 2052, -5140, 158,10204, -3476, -10984, -162,8592, -7860, -18076, -156,3152, -12436, -12716, -135,9904, -11144, -15000, -143
16092, -2596, -2500, -133,16952, -1540, -2808, -151,16172, -1456, -2632, -151,16476, -1204, -2980, -157,16484, 2112, -3940, 151,15748, 616, -4892, 172,14324, -4600, -5576, -140,14988, -8876, -4212, -115,14292, -4860, -5248, -137,13048, -7540, -9568, -141
16652, -1024, -3832, -165,16200, -1580, -3600, -156,16344, -708, -4060, -170,16600, 344, -4516, 175,16672, 3776, -4448, 139,14020, -2540, -8040, -162,9752, -7780, -9440, -140,9912, -12448, -10240, -129,8964, -10232, -10304, -135,11464, -7356, -11948, -148
14608, -5132, -6600, -142,14960, -4924, -6272, -141,16852, 216, -5884, 177,15868, 1064, -3968, 164,13356, -1520, -10744, -171,7644, -4824, -16452, -163,8584, -10628, -16460, -147,6060, -9396, -11788, -141,12268, -9704, -11936, -140,11692, -6388, -9844, -147
16724, -2828, -3656, -142,16552, -2748, -3096, -138,16176, -2336, -3512, -146,16340, -2524, -3816, -146,16496, -4, -3704, -179,16552, -2432, -4004, -148,14100, -4032, -4656, -139,13308, -8612, -6540, -127,13260, -8360, -8432, -135,11296, -10616, -8224, -127
16036, -2376, -4144, -150,16324, -2212, -4504, -153,16076, -676, -4228, -170,16660, -1928, -5240, -159,14396, -2140, -7216, -163,14096, -4880, -9648, -153,10080, -6092, -11744, -152,9420, -6380, -14136, -155,8312, -8824, -13132, -146,10992, -8704, -12836, -145
16112, -2596, -3484, -143,16112, -2904, -3420, -139,16416, -1584, -3716, -156,17044, -124, -3588, -178,16448, 20, -7308, 179,11480, -6184, -10372, -149,10004, -8420, -10296, -140,10240, -11132, -10204, -132,11716, -7200, -12856, -150,11424, -6320, -11216, -150
16128, -4576, -4976, -137,15528, -3280, -4520, -144,16200, -3568, -4500, -141,17952, 1908, -4920, 158,14032, -872, -9220, -174,10760, -5300, -14248, -159,8344, -4756, -15512, -162,5732, -13856, -14220, -135,9788, -9808, -15172, -147,11792, -5672, -12660, -155
15588, -3716, -4384, -139,16052, -3868, -4152, -137,15700, -3284, -4340, -142,16636, -1932, -4056, -154,17576, 956, -5160, 169,12456, -3064, -10968, -164,10328, -8512, -12628, -146,7712, -10248, -11964, -139,10512, -7860, -14172, -150,10356, -9040, -12440, -143
