0, 1363, 1859, 1307, 398, 0, 0, 0, 0, 0, 29, 2532, 0
0, 1173, 1578, 1432, 348, 0, 0, 0, 0, 0, 90, 2612, 0
0, 1238, 1577, 1363, 400, 0, 0, 0, 0, 0, 135, 2649, 0
0, 1280, 1593, 1314, 425, 0, 0, 0, 0, 0, 256, 2692, 0
0, 1451, 1766, 1205, 420, 0, 0, 0, 0, 0, 84, 2861, 0
0, 1406, 1727, 1251, 430, 0, 0, 0, 0, 0, 328, 2902, 0
0, 1506, 1809, 1200, 477, 0, 0, 0, 0, 0, 393, 3303, 0
0, 1496, 1839, 1194, 551, 0, 0, 0, 0, 0, 429, 3237, 0
0, 1315, 1507, 1375, 488, 0, 0, 0, 0, 0, 464, 3093, 0
0, 1321, 1472, 1384, 516, 0, 0, 0, 0, 0, 438, 3222, 0
0, 1363, 1455, 1401, 524, 0, 0, 0, 0, 0, 390, 3182, 0
0, 1364, 1471, 1371, 521, 0, 0, 0, 0, 0, 507, 3161, 0
0, 1353, 1447, 1337, 522, 0, 0, 0, 0, 0, 354, 3148, 0
0, 1367, 1446, 1375, 513, 0, 0, 0, 0, 0, 325, 3165, 0
0, 1353, 1460, 1337, 534, 0, 0, 0, 0, 0, 352, 3169, 0
0, 1367, 1491, 1371, 538, 0, 0, 0, 0, 0, 391, 3148, 0
0, 1370, 1425, 1430, 489, 0, 0, 0, 0, 0, 426, 3159, 0
0, 1369, 1463, 1347, 505, 0, 0, 0, 0, 0, 464, 3204, 0
0, 1358, 1424, 1365, 526, 0, 0, 0, 0, 0, 478, 3134, 0
0, 1373, 1465, 1345, 525, 0, 0, 0, 0, 0, 495, 3151, 0
0, 1365, 1405, 1361, 523, 0, 0, 0, 0, 0, 526, 3143, 0
0, 1364, 1436, 1357, 519, 0, 0, 0, 0, 0, 577, 3133, 0
73, 1353, 1443, 1359, 542, 0, 0, 0, 0, 0, 613, 3139, 0
0, 1363, 1454, 1326, 524, 0, 0, 0, 0, 0, 643, 3175, 0
0, 1339, 1412, 1366, 558, 0, 0, 0, 0, 0, 665, 3102, 0
0, 1330, 1400, 1332, 592, 0, 0, 0, 0, 0, 567, 3108, 0
0, 1351, 1436, 1315, 590, 0, 0, 0, 0, 0, 584, 3119, 0
0, 1353, 1433, 1337, 585, 0, 1, 0, 0, 0, 475, 3143, 0
0, 1349, 1414, 1313, 599, 0, 0, 0, 0, 0, 440, 3121, 0
0, 1346, 1407, 1322, 595, 0, 0, 0, 0, 0, 459, 3122, 0
0, 1396, 1395, 1323, 596, 0, 0, 0, 0, 0, 487, 3093, 0
0, 1353, 1397, 1323, 580, 0, 0, 0, 0, 0, 532, 3089, 0
0, 1310, 1397, 1295, 580, 0, 0, 0, 0, 0, 561, 3119, 0
0, 1351, 1395, 1301, 621, 0, 0, 0, 0, 0, 545, 3094, 0
0, 1330, 1386, 1310, 599, 0, 0, 0, 0, 0, 552, 3052, 0
0, 1408, 1341, 1409, 722, 0, 0, 0, 0, 0, 581, 3026, 0
0, 1398, 1298, 1402, 629, 0, 0, 0, 0, 0, 528, 3103, 0
0, 1407, 1327, 1395, 623, 0, 0, 0, 0, 0, 596, 3172, 0
0, 1427, 1303, 1404, 636, 0, 0, 0, 0, 0, 562, 3125, 0
0, 1440, 1324, 1401, 634, 0, 0, 0, 0, 0, 601, 3173, 0
0, 1499, 1580, 1156, 643, 0, 0, 0, 0, 0, 654, 3174, 0
0, 1470, 1555, 1202, 622, 0, 0, 0, 0, 0, 672, 3262, 0
0, 1453, 1554, 1209, 609, 0, 0, 0, 0, 0, 666, 3188, 0
0, 1895, 1984, 395, 716, 0, 0, 0, 0, 0, 710, 3317, 0
0, 1845, 1954, 498, 731, 0, 0, 0, 0, 0, 689, 3298, 0
0, 1568, 1674, 1088, 642, 0, 0, 0, 0, 0, 690, 3293, 0
0, 1577, 1660, 1099, 659, 0, 0, 0, 0, 0, 700, 3223, 0
0, 1548, 1645, 1102, 601, 0, 0, 0, 0, 0, 728, 3198, 0
0, 1226, 1604, 1485, 453, 0, 0, 0, 0, 0, 120, 3055, 0
0, 752, 1981, 1863, 606, 0, 0, 0, 0, 0, 291, 3198, 0
